Bank Name,Region,Address,Website,Page Link
14. PEOPLES BANK UCH-TEPA BRANCH,Tashkent region,"Uzbekistan, 100156, Tashkent region, Tashkent, Uchtepa district, massif CHILANZAR-25, 41",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-uch-tepa-branch
15. PEOPLES BANK FORISH BRANCH,Dzhizak region,"Uzbekistan, 131200, Dzhizak region, , street FAYZIABAD, 16",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-forish-branch
16. PEOPLES BANK RU FURKAT BRANCH,Fergana region,"Uzbekistan, 151700, Fergana region, , village NAVBAKHOR, 13",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-furkat-branch
17. PEOPLES BANK RU KHAVAST BRANCH,Sir-Darya region,"Uzbekistan, 120711, Sir-Darya region, Khavast, makhalla BUNYODKOR, 11",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khavast-branch
18. PEOPLES BANK KHANABAD BRANCH,Andizhan region,"Uzbekistan, 171500, Andizhan region, Khanabad, street FAROGAT, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-khanabad-branch
19. PEOPLES BANK KHATYRCHI BRANCH,Navoi region,"Uzbekistan, Navoi region, Yangirabad, street PULKAN SHOIR, 21",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-khatyrchi-branch
20. PEOPLES BANK RU KHIVA BRANCH,Khorezm region,"Uzbekistan, 220900, Khorezm region, Khiva, street FERUZ, 12",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khiva-branch
21. PEOPLES BANK RU KHODZHAABAD BRANCH,Andizhan region,"Uzbekistan, 171400, Andizhan region, Hodjaabod, street UZUN, 5",kredit656@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khodzhaabad-branch
22. PEOPLES BANK RU KHODZHEILY BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231300, Republic of Karakalpakstan, Hojaley, street DUSTLIK, 47",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khodzheily-branch
23. PEOPLES BANK RU KHAZORASP BRANCH,Khorezm region,"Uzbekistan, 220700, Khorezm region, Xazarasp, street E. GOYAZOVA, 6",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khazorasp-branch
24. PEOPLES BANK RU KHONKA BRANCH,Khorezm region,"Uzbekistan, 220800, Khorezm region, , street DRUJBI NARODOV, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-khonka-branch
25. PEOPLES BANK CHARTAK BRANCH,Namangan region,"Uzbekistan, 161000, Namangan region, Chartak, street ISTIKLOL, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chartak-branch
26. PEOPLES BANK RU CHELAK BRANCH,Samarkand region,"Uzbekistan, 141324, Samarkand region, Chelek, street RASHIDOV, 55",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-chelak-branch
27. PEOPLES BANK CHILANZAR BRANCH,Tashkent region,"Uzbekistan, 100115, Tashkent region, Tashkent, Chilanzar district, street LABIKHOVUZ, 1 B",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chilanzar-branch-tashkent
28. PEOPLES BANK RU CHIMBAY BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231400, Republic of Karakalpakstan, Chimbay, street ERNAZAR ALAKUZI, 11",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-chimbay-branch
29. PEOPLES BANK CHINAZ BRANCH,Tashkent region,"Uzbekistan, 111600, Tashkent region, Chinaz, street SAMARKAND, 31",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chinaz-branch
30. PEOPLES BANK CHIRAKCHI BRANCH,Kashkadarya region,"Uzbekistan, 181200, Kashkadarya region, Chirakchi, street MUSTAKILLIK, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chirakchi-branch
31. PEOPLES BANK CHIRCHIK BRANCH,Tashkent region,"Uzbekistan, 111700, Tashkent region, Chirchik, street FURKAT, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chirchik-branch
32. PEOPLES BANK CHUST BRANCH,Namangan region,"Uzbekistan, 161100, Namangan region, Chust, street FAEZOVA, 57",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-chust-branch
33. PEOPLES BANK RU SHOVOT BRANCH,Khorezm region,"Uzbekistan, 221000, Khorezm region, Shavat, street MANGUBERDI, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-shovot-branch
34. PEOPLES BANK SHAYKHANTAKHUR BRANCH,Tashkent region,"Uzbekistan, 100011, Tashkent region, Tashkent, Shaykhantakhur district, massif KHADRA, 19",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-shaykhantakhur-branch
35. PEOPLES BANK SHAKHRISABZ BRANCH,Kashkadarya region,"Uzbekistan, 181300, Kashkadarya region, Shakhrisabz, street BUYUK IPAK YULI, 58",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-shakhrisabz-branch
36. PEOPLES BANK SHAKHRIKHAN BRANCH,Andizhan region,"Uzbekistan, 171600, Andizhan region, Shakhrikhan, avenue SHAHRIKHAN, 44",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-shakhrikhan-branch
37. PEOPLES BANK SHERABAD BRANCH,Surkhan-Darya region,"Uzbekistan, 191400, Surkhan-Darya region, Sherabad, street MUSTAKILLIK, 94",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-sherabad-branch
38. PEOPLES BANK RU SHUMANAI BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231500, Republic of Karakalpakstan, Shumanay, street UZBEKISTAN, 53",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-shumanai-branch
39. PEOPLES BANK SHURCHI BRANCH,Surkhan-Darya region,"Uzbekistan, 191500, Surkhan-Darya region, Shurchi, street MUSTAKILLIK, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-shurchi-branch
40. PEOPLES BANK ELIKKALA BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231600, Republic of Karakalpakstan, Buston, 18",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-elikkala-branch
41. PEOPLES BANK YUKORICHYRCHYK BRANCH,Tashkent region,"Uzbekistan, 111900, Tashkent region, Yangibazar, street MUSTAKILLIK, 77",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yukorichyrchyk-branch
42. PEOPLES BANK YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100093, Tashkent region, Tashkent, Yunusabad district, massif YUNUSABAD-2, 1 А",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yunusabad-branch
43. PEOPLES BANK RU YAZYAVAN BRANCH,Fergana region,"Uzbekistan, 150600, Fergana region, Yaz'yavan, street AL-FARGONI, 43",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-yazyavan-branch
44. PEOPLES BANK YAKKABAG BRANCH,Kashkadarya region,"Uzbekistan, 181400, Kashkadarya region, Yakkabag, street AMIR TEMUR, 19",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yakkabag-branch
45. PEOPLES BANK RU YANGIARIK BRANCH,Khorezm region,"Uzbekistan, 221100, Khorezm region, Yangiarik region, street URGENCH, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-yangiarik-branch
46. PEOPLES BANK RU YANGIBAZAR BRANCH,Khorezm region,"Uzbekistan, 221200, Khorezm region, , street MANGUBERDI, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-yangibazar-branch
47. PEOPLES BANK YANGIER BRANCH,Sir-Darya region,"Uzbekistan, 121000, Sir-Darya region, Yangier, street NAVOI, 6",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yangier-branch
48. PEOPLES BANK YANGIKURGAN BRANCH,Namangan region,"Uzbekistan, 161200, Namangan region, Yangikurgan, street CHARTAK, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yangikurgan-branch
49. PEOPLES BANK YANGIYUL BRANCH,Tashkent region,"Uzbekistan, 112000, Tashkent region, Yangiyul, street SAMARKAND, 229",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yangiyul-branch
50. PEOPLES BANK YASHNABAD BRANCH,Tashkent region,"Uzbekistan, 100204, Tashkent region, Tashkent, Yashnabad district, 116",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-yashnabad-branch
51. PEOPLES BANK ALMAZAR BRANCH,Tashkent region,"Uzbekistan, 100095, Tashkent region, Tashkent, Almazar district, street TALABALAR, 54 А",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-almazar-branch
52. PEOPLES BANK SHOFIRKON BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Shafirkan, 10/2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-shofirkon-branch
53. CENTRAL BANK OF THE REPUBLIC OF UZBEKISTAN,Tashkent region,"Uzbekistan, 100001, Tashkent region, Tashkent, Mirabad district, 6",info@cbu.uz,https://www.yellowpages.uz/en/company/central-bank-of-the-republic-of-uzbekistan
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
